"Name","Labels"
"S0155.wav","Filler|Laughter|Sniff|Speech"
"S0156.wav","Filler|Speech"
"S0157.wav","Burping, eructation|Laughter|Patter|Sniff|Speech"
"S0158.wav","Filler|Laughter|Sniff|Speech"
"S0159.wav","Filler|Speech"
"S0160.wav","Filler|Speech"
"S0161.wav","Laughter|Sniff|Speech"
"S0162.wav","Filler|Speech"
"S0163.wav","Filler|Sniff|Speech"
"S0164.wav","Filler|Speech"
"S0165.wav","Laughter|Speech"
"S0166.wav","Laughter|Sneeze|Speech"
"S0167.wav","Laughter|Sneeze|Speech"
"S0168.wav","Filler|Speech"
"S0169.wav","Hiccup|Laughter|Speech"
"S0170.wav","Laughter|Sneeze|Speech"
"S0171.wav","Filler|Speech|Telephone"
"S0172.wav","Filler|Speech|Telephone"
"S0173.wav","Filler|Laughter|Speech"
"S0174.wav","Laughter|Speech|Telephone"
"S0175.wav","Laughter|Sneeze|Speech"
"S0176.wav","Filler|Speech"
"S0177.wav","Filler|Narration, monologue|Speech"
"S0178.wav","Filler|Narration, monologue|Speech|Telephone"
"S0179.wav","Laughter|Speech"
"S0180.wav","Animal|Domestic animals, pets|Laughter|Sniff|Speech"
"S0181.wav","Filler|Sniff|Speech"
"S0182.wav","Animal|Laughter|Speech"
"S0183.wav","Filler|Speech|Telephone"
"S0184.wav","Filler|Speech"
"S0185.wav","Filler|Speech"
"S0186.wav","Cricket|Filler|Insect|Speech"
"S0187.wav","Laughter|Speech"
"S0188.wav","Laughter|Sniff|Speech"
"S0189.wav","Filler|Laughter|Speech"
"S0190.wav","Filler|Speech"
"S0191.wav","Animal|Domestic animals, pets|Laughter|Speech"
"S0192.wav","Laughter|Sniff|Speech"
"S0193.wav","Laughter|Sneeze|Speech"
"S0194.wav","Laughter|Speech"
"S0195.wav","Laughter|Speech"
"S0196.wav","Filler|Speech|Telephone"
"S0197.wav","Laughter|Speech"
"S0198.wav","Laughter|Sneeze|Speech"
"S0199.wav","Laughter|Sniff|Speech"
"S0200.wav","Filler|Sniff|Speech"
"S0201.wav","Laughter|Sneeze|Speech"
"S0202.wav","Filler|Laughter|Narration, monologue|Speech"
"S0203.wav","Filler|Male speech, man speaking|Speech"
"S0204.wav","Coin (dropping)|Filler|Speech"
"S0205.wav","Filler|Laughter|Male speech, man speaking|Narration, monologue|Speech"
"S0206.wav","Filler|Speech|Telephone"
"S0207.wav","Laughter|Speech"
"S0208.wav","Filler|Male speech, man speaking|Speech"
"S0209.wav","Burping, eructation|Laughter|Speech"
"S0210.wav","Filler|Speech"
"S0211.wav","Cap gun|Filler|Speech"
"S0212.wav","Filler|Speech"
"S0213.wav","Filler|Male speech, man speaking|Narration, monologue|Speech|Telephone"
"S0214.wav","Filler|Laughter|Speech|Telephone"
"S0215.wav","Filler|Speech"
"S0216.wav","Filler|Speech"
"S0217.wav","Filler|Speech"
"S0218.wav","Filler|Sniff|Speech"
"S0219.wav","Filler|Speech|Telephone"
"S0220.wav","Filler|Speech"
"S0221.wav","Filler|Narration, monologue|Speech"
"S0222.wav","Filler|Male speech, man speaking|Speech"
"S0223.wav","Filler|Speech|Telephone"
"S0224.wav","Filler|Male speech, man speaking|Narration, monologue|Speech|Telephone"
"S0225.wav","Filler|Speech"
"S0226.wav","Filler|Insect|Speech|Telephone"
"S0227.wav","Filler|Speech|Telephone"
"S0228.wav","Laughter|Speech|Throat clearing"
"S0229.wav","Filler|Male speech, man speaking|Narration, monologue|Speech"
"S0230.wav","Filler|Sniff|Speech"
"S0231.wav","Filler|Male speech, man speaking|Narration, monologue|Speech|Telephone"
"S0232.wav","Filler|Laughter|Speech"
"S0233.wav","Filler|Speech"
"S0234.wav","Laughter|Male speech, man speaking|Narration, monologue|Speech"
"S0235.wav","Filler|Laughter|Speech"
"S0236.wav","Burping, eructation|Filler|Speech"
"S0237.wav","Laughter|Speech"
"S0238.wav","Filler|Speech"
"S0239.wav","Filler|Speech|Telephone"
"S0240.wav","Filler|Laughter|Speech|Telephone"
"S0241.wav","Filler|Speech|Telephone"
"S0242.wav","Laughter|Speech"
"S0243.wav","Laughter|Speech"
"S0244.wav","Hiccup|Laughter|Speech"
"S0245.wav","Filler|Speech"
"S0246.wav","Filler|Speech"
"S0247.wav","Laughter|Speech"
"S0248.wav","Laughter|Sniff|Speech"
"S0249.wav","Filler|Speech|Speech synthesizer"
"S0250.wav","Filler|Speech|Telephone"
"S0251.wav","Laughter|Speech"
"S0252.wav","Filler|Speech"
"S0253.wav","Filler|Speech"
"S0254.wav","Cricket|Filler|Insect|Speech"
"S0255.wav","Filler|Sniff|Speech"
"S0256.wav","Filler|Speech"
"S0257.wav","Filler|Speech"
"S0258.wav","Filler|Sniff|Speech"
"S0259.wav","Filler|Speech"
"S0260.wav","Filler|Laughter|Sniff|Speech"
"S0261.wav","Laughter|Sniff|Speech"
"S0262.wav","Filler|Laughter|Speech"
"S0263.wav","Laughter|Sniff|Speech"
"S0264.wav","Filler|Speech"
"S0265.wav","Filler|Speech"
"S0266.wav","Filler|Speech"
"S0267.wav","Filler|Speech"
"S0268.wav","Filler|Laughter|Speech"
"S0269.wav","Filler|Sniff|Speech"
"S0270.wav","Filler|Narration, monologue|Speech"
"S0271.wav","Filler|Speech"
"S0272.wav","Filler|Laughter|Speech"
"S0273.wav","Filler|Laughter|Speech"
"S0274.wav","Filler|Speech"
"S0275.wav","Filler|Speech"
"S0276.wav","Laughter|Speech"
"S0277.wav","Laughter|Sniff|Speech"
"S0278.wav","Clicking|Filler|Inside, small room|Speech|Telephone"
"S0279.wav","Clicking|Filler|Inside, small room|Speech"
"S0280.wav","Clicking|Laughter|Sneeze|Speech"
"S0281.wav","Filler|Speech"
"S0282.wav","Clicking|Filler|Speech"
"S0283.wav","Filler|Inside, small room|Speech"
"S0284.wav","Clicking|Filler|Sniff|Speech"
"S0285.wav","Clicking|Filler|Inside, small room|Speech"
"S0286.wav","Clicking|Filler|Speech"
"S0287.wav","Arrow|Filler|Sniff|Speech"
"S0288.wav","Laughter|Sniff|Speech"
"S0289.wav","Clicking|Filler|Inside, small room|Sniff|Speech"
"S0290.wav","Clicking|Filler|Inside, small room|Speech"
"S0291.wav","Clicking|Filler|Inside, small room|Speech"
"S0292.wav","Clicking|Filler|Sniff|Speech"
"S0293.wav","Filler|Speech|Speech synthesizer"
"S0294.wav","Inside, small room|Laughter|Sniff|Speech|Telephone"
"S0295.wav","Filler|Sniff|Speech"
"S0296.wav","Laughter|Sniff|Speech"
"S0297.wav","Filler|Inside, small room|Sniff|Speech|Telephone"
"S0298.wav","Filler|Sneeze|Sniff|Speech|Whispering"
"S0299.wav","Filler|Inside, small room|Speech|Telephone"
"S0300.wav","Laughter|Sneeze|Speech|Telephone"
"S0301.wav","Laughter|Sneeze|Sniff|Speech"
"S0302.wav","Filler|Sniff|Speech|Telephone"
"S0303.wav","Filler|Sniff|Speech|Whispering"
"S0304.wav","Filler|Inside, small room|Sniff|Speech|Writing"
"S0305.wav","Filler|Sniff|Speech"
"S0306.wav","Filler|Sniff|Speech"
"S0307.wav","Filler|Sniff|Speech|Telephone"
"S0308.wav","Filler|Sniff|Speech|Whispering"
"S0309.wav","Filler|Speech"
"S0310.wav","Animal|Laughter|Sniff|Speech"
"S0311.wav","Animal|Filler|Speech"
"S0312.wav","Laughter|Sneeze|Sniff|Speech"
"S0313.wav","Filler|Speech"
"S0314.wav","Filler|Sniff|Speech"
"S0315.wav","Laughter|Sneeze|Sniff|Speech"
"S0316.wav","Hiccup|Laughter|Sneeze|Sniff|Speech"
"S0317.wav","Inside, small room|Laughter|Speech|Writing"
"S0318.wav","Laughter|Speech"
"S0319.wav","Laughter|Speech"
"S0320.wav","Laughter|Speech"
"S0321.wav","Laughter|Sniff|Speech"
"S0322.wav","Filler|Speech|Writing"
"S0323.wav","Filler|Speech"
"S0324.wav","Filler|Laughter|Sniff|Speech"
"S0325.wav","Laughter|Speech"
"S0326.wav","Animal|Laughter|Speech"
"S0327.wav","Animal|Filler|Laughter|Speech"
"S0328.wav","Laughter|Speech"
"S0329.wav","Filler|Sniff|Speech"
"S0330.wav","Filler|Insect|Speech"
"S0331.wav","Filler|Speech"
"S0332.wav","Filler|Insect|Speech"
"S0333.wav","Filler|Inside, small room|Sniff|Speech"
"S0334.wav","Filler|Inside, small room|Speech"
"S0335.wav","Filler|Laughter|Speech"
"S0336.wav","Laughter|Sniff|Speech"
"S0337.wav","Filler|Sniff|Speech"
"S0338.wav","Laughter|Sniff|Speech"
"S0339.wav","Filler|Speech|Whispering"
"S0340.wav","Clicking|Filler|Speech"
"S0341.wav","Filler|Speech"
"S0342.wav","Filler|Speech"
"S0343.wav","Filler|Speech"
"S0344.wav","Clicking|Filler|Inside, small room|Speech|Telephone"
"S0345.wav","Filler|Laughter|Inside, small room|Speech|Telephone"
"S0346.wav","Laughter|Sniff|Speech"
"S0347.wav","Filler|Inside, small room|Sniff|Speech"
"S0348.wav","Filler|Inside, small room|Speech|Writing"
"S0349.wav","Clicking|Filler|Inside, small room|Speech"
"S0350.wav","Filler|Laughter|Inside, small room|Sniff|Speech"
"S0351.wav","Filler|Speech"
"S0352.wav","Filler|Speech"
"S0353.wav","Filler|Speech"
"S0354.wav","Filler|Laughter|Speech"
"S0355.wav","Burping, eructation|Filler|Speech"
"S0356.wav","Clicking|Filler|Speech"
"S0357.wav","Filler|Speech"
"S0358.wav","Filler|Laughter|Speech"
"S0359.wav","Filler|Speech"
"S0360.wav","Filler|Laughter|Speech"
"S0361.wav","Clicking|Filler|Laughter|Speech"
"S0362.wav","Filler|Insect|Speech"
"S0363.wav","Filler|Speech"
"S0364.wav","Filler|Speech"
"S0365.wav","Filler|Laughter|Speech"
"S0366.wav","Filler|Speech"
"S0367.wav","Filler|Speech"
"S0368.wav","Filler|Laughter|Speech"
"S0369.wav","Filler|Speech"
"S0370.wav","Filler|Insect|Speech"
"S0371.wav","Clicking|Filler|Speech"
"S0372.wav","Filler|Speech"
"S0373.wav","Filler|Insect|Speech"
"S0374.wav","Filler|Insect|Speech"
"S0375.wav","Filler|Laughter|Speech"
"S0376.wav","Filler|Speech"
"S0377.wav","Filler|Laughter|Speech"
"S0378.wav","Cricket|Filler|Insect|Speech"
"S0379.wav","Filler|Insect|Speech"
"S0380.wav","Laughter|Speech"
"S0381.wav","Laughter|Speech"
"S0382.wav","Filler|Speech"
"S0383.wav","Filler|Sniff|Speech"
"S0384.wav","Filler|Speech"
"S0385.wav","Filler|Speech"
"S0386.wav","Filler|Sniff|Speech|Telephone"
"S0387.wav","Filler|Male speech, man speaking|Narration, monologue|Speech"
"S0388.wav","Filler|Speech"
"S0389.wav","Filler|Male speech, man speaking|Narration, monologue|Speech"
"S0390.wav","Laughter|Male speech, man speaking|Narration, monologue|Speech"
"S0391.wav","Filler|Speech"
"S0392.wav","Filler|Laughter|Male speech, man speaking|Narration, monologue|Speech"
"S0393.wav","Filler|Speech"
"S0394.wav","Laughter|Speech"
"S0395.wav","Filler|Sniff|Speech"
"S0396.wav","Filler|Hiccup|Speech"
"S0397.wav","Filler|Laughter|Speech"
"S0398.wav","Filler|Inside, small room|Speech"
"S0399.wav","Clicking|Laughter|Sniff|Speech"
"S0400.wav","Clicking|Laughter|Speech"
"S0401.wav","Inside, small room|Laughter|Sniff|Speech"
"S0402.wav","Laughter|Speech"
"S0403.wav","Arrow|Laughter|Speech"
"S0404.wav","Filler|Speech"
"S0405.wav","Filler|Speech"
"S0406.wav","Filler|Speech"
"S0407.wav","Camera|Filler|Speech"
"S0408.wav","Filler|Speech"
"S0409.wav","Filler|Speech|Telephone"
"S0410.wav","Filler|Insect|Speech"
"S0411.wav","Clicking|Filler|Speech"
"S0412.wav","Clicking|Filler|Inside, small room|Speech"
"S0413.wav","Filler|Inside, small room|Snoring|Speech"
"S0414.wav","Filler|Speech"
"S0415.wav","Filler|Insect|Speech"
"S0416.wav","Filler|Speech"
"S0417.wav","Filler|Speech"
"S0418.wav","Filler|Speech"
"S0419.wav","Filler|Inside, small room|Speech"
"S0420.wav","Filler|Speech"
"S0421.wav","Filler|Speech"
"S0422.wav","Filler|Laughter|Sniff|Speech"
"S0423.wav","Laughter|Sneeze|Speech"
"S0424.wav","Laughter|Speech|Telephone"
"S0425.wav","Filler|Speech"
"S0426.wav","Laughter|Speech"
"S0427.wav","Laughter|Speech"
"S0428.wav","Laughter|Speech"
"S0429.wav","Filler|Speech"
"S0430.wav","Animal|Filler|Speech"
"S0431.wav","Laughter|Speech"
"S0432.wav","Filler|Speech"
"S0433.wav","Laughter|Speech"
"S0434.wav","Laughter|Sniff|Speech|Telephone"
"S0435.wav","Laughter|Speech"
"S0436.wav","Laughter|Speech"
"S0437.wav","Filler|Laughter|Speech|Telephone"
"S0438.wav","Laughter|Speech|Telephone"
"S0439.wav","Laughter|Speech"
"S0440.wav","Filler|Speech"
"S0441.wav","Laughter|Speech|Telephone"
"S0442.wav","Filler|Laughter|Speech"
"S0443.wav","Cough|Laughter|Speech"
"S0444.wav","Clicking|Filler|Speech"
"S0445.wav","Laughter|Sneeze|Sniff|Speech"
"S0446.wav","Laughter|Speech"
"S0447.wav","Filler|Laughter|Speech"
"S0448.wav","Laughter|Speech"
"S0449.wav","Laughter|Speech"
"S0450.wav","Laughter|Speech|Telephone"
"S0451.wav","Cap gun|Gunshot, gunfire|Laughter|Speech"
"S0452.wav","Laughter|Speech"
"S0453.wav","Filler|Speech"
"S0454.wav","Filler|Speech"
"S0455.wav","Laughter|Speech"
"S0456.wav","Laughter|Speech"
"S0457.wav","Laughter|Speech|Telephone"
"S0458.wav","Laughter|Speech"
"S0459.wav","Laughter|Speech"
"S0460.wav","Filler|Laughter|Sniff|Speech|Telephone"
"S0461.wav","Filler|Sniff|Speech"
"S0462.wav","Filler|Sniff|Speech"
"S0463.wav","Filler|Sniff|Speech"
"S0464.wav","Clicking|Filler|Speech"
"S0465.wav","Filler|Narration, monologue|Speech|Telephone"
"S0466.wav","Filler|Inside, small room|Speech|Telephone"
"S0467.wav","Filler|Inside, small room|Speech"
"S0468.wav","Laughter|Speech"
"S0469.wav","Laughter|Sniff|Speech"
"S0470.wav","Hiccup|Laughter|Speech"
"S0471.wav","Filler|Speech|Telephone"
"S0472.wav","Laughter|Sneeze|Speech|Whispering"
"S0473.wav","Laughter|Sneeze|Sniff|Speech"
"S0474.wav","Filler|Inside, small room|Speech"
"S0475.wav","Filler|Sniff|Snort|Speech"
"S0476.wav","Filler|Sniff|Speech|Telephone"
"S0477.wav","Filler|Speech"
"S0478.wav","Filler|Speech"
"S0479.wav","Clicking|Filler|Inside, small room|Speech"
"S0480.wav","Filler|Laughter|Inside, small room|Sniff|Speech"
"S0481.wav","Laughter|Sniff|Speech"
"S0482.wav","Filler|Sniff|Speech"
"S0483.wav","Beep, bleep|Filler|Inside, small room|Smoke detector, smoke alarm|Speech"
"S0484.wav","Laughter|Sneeze|Speech|Telephone"
"S0485.wav","Inside, small room|Laughter|Sniff|Speech|Telephone"
"S0486.wav","Filler|Speech"
"S0487.wav","Filler|Narration, monologue|Speech"
"S0488.wav","Chewing, mastication|Filler|Sniff|Speech"
"S0489.wav","Laughter|Sneeze|Speech"
"S0490.wav","Filler|Sniff|Speech|Telephone"
"S0491.wav","Laughter|Sniff|Speech|Telephone"
"S0492.wav","Hiccup|Laughter|Speech|Telephone"
"S0493.wav","Clicking|Filler|Inside, small room|Speech"
"S0494.wav","Filler|Inside, small room|Sniff|Speech|Telephone"
"S0495.wav","Filler|Narration, monologue|Speech"
"S0496.wav","Filler|Sniff|Speech"
"S0497.wav","Filler|Laughter|Sneeze|Speech"
"S0498.wav","Laughter|Speech|Telephone"
"S0499.wav","Filler|Sniff|Snort|Speech"
"S0500.wav","Filler|Speech"
"S0501.wav","Laughter|Sniff|Speech"
"S0502.wav","Filler|Inside, small room|Speech"
"S0503.wav","Laughter|Sniff|Speech"
"S0504.wav","Filler|Sniff|Speech"
"S0505.wav","Filler|Inside, small room|Sniff|Speech"
"S0506.wav","Filler|Sniff|Speech"
"S0507.wav","Filler|Sniff|Speech"
"S0508.wav","Filler|Inside, small room|Sniff|Speech"
"S0509.wav","Filler|Speech"
"S0510.wav","Laughter|Sneeze|Speech"
"S0511.wav","Laughter|Sniff|Speech"
"S0512.wav","Laughter|Speech"
"S0513.wav","Laughter|Speech"
"S0514.wav","Filler|Hiccup|Speech"
"S0515.wav","Filler|Speech"
"S0516.wav","Filler|Speech"
"S0517.wav","Filler|Laughter|Speech"
"S0518.wav","Filler|Inside, small room|Speech|Telephone"
"S0519.wav","Filler|Speech"
"S0520.wav","Filler|Speech"
"S0521.wav","Filler|Laughter|Speech"
"S0522.wav","Laughter|Speech"
"S0523.wav","Filler|Laughter|Speech"
"S0524.wav","Filler|Laughter|Speech"
"S0525.wav","Filler|Laughter|Speech"
"S0526.wav","Filler|Laughter|Speech"
"S0527.wav","Filler|Laughter|Speech"
"S0528.wav","Filler|Laughter|Speech"
"S0529.wav","Filler|Speech"
"S0530.wav","Filler|Speech"
"S0531.wav","Filler|Speech"
"S0532.wav","Filler|Insect|Speech"
"S0533.wav","Filler|Laughter|Speech"
"S0534.wav","Filler|Speech"
"S0535.wav","Filler|Speech|Telephone"
"S0536.wav","Filler|Insect|Speech"
"S0537.wav","Laughter|Sneeze|Speech"
"S0538.wav","Filler|Insect|Speech"
"S0539.wav","Filler|Laughter|Insect|Speech"
"S0540.wav","Filler|Laughter|Speech"
"S0541.wav","Filler|Speech"
"S0542.wav","Filler|Laughter|Speech"
"S0543.wav","Filler|Insect|Speech"
"S0544.wav","Filler|Speech"
"S0545.wav","Filler|Laughter|Speech"
"S0546.wav","Filler|Speech"
"S0547.wav","Filler|Speech"
"S0548.wav","Laughter|Speech"
"S0549.wav","Filler|Laughter|Speech"
"S0550.wav","Filler|Laughter|Speech"
"S0551.wav","Laughter|Speech"
"S0552.wav","Filler|Speech"
"S0553.wav","Laughter|Speech"
"S0554.wav","Filler|Sniff|Speech"
"S0555.wav","Clicking|Filler|Speech"
"S0556.wav","Filler|Speech"
"S0557.wav","Filler|Inside, small room|Speech"
"S0558.wav","Clicking|Filler|Speech"
"S0559.wav","Clicking|Filler|Speech"
"S0560.wav","Clicking|Filler|Speech"
"S0561.wav","Clicking|Filler|Inside, small room|Speech|Writing"
"S0562.wav","Clicking|Filler|Speech"
"S0563.wav","Filler|Inside, small room|Speech|Writing"
"S0564.wav","Filler|Speech"
"S0565.wav","Filler|Inside, small room|Speech|Writing"
"S0566.wav","Filler|Speech"
"S0567.wav","Filler|Inside, small room|Speech"
"S0568.wav","Clicking|Filler|Inside, small room|Speech"
"S0569.wav","Clicking|Filler|Speech"
"S0570.wav","Clicking|Filler|Speech"
"S0571.wav","Filler|Speech|Telephone"
"S0572.wav","Clicking|Filler|Speech"
"S0573.wav","Clicking|Filler|Inside, small room|Speech"
"S0574.wav","Clicking|Filler|Speech"
"S0575.wav","Clicking|Filler|Speech"
"S0576.wav","Filler|Speech"
"S0577.wav","Clicking|Filler|Inside, small room|Speech"
"S0578.wav","Clicking|Filler|Speech"
"S0579.wav","Filler|Speech|Telephone"
"S0580.wav","Clicking|Filler|Speech"
"S0581.wav","Filler|Inside, small room|Speech"
"S0582.wav","Filler|Speech"
"S0583.wav","Animal|Domestic animals, pets|Filler|Laughter|Speech"
"S0584.wav","Female speech, woman speaking|Filler|Narration, monologue|Speech"
"S0585.wav","Filler|Speech"
"S0586.wav","Filler|Speech"
"S0587.wav","Filler|Speech"
"S0588.wav","Filler|Insect|Speech"
"S0589.wav","Filler|Speech"
"S0590.wav","Filler|Speech"
"S0591.wav","Filler|Sniff|Speech"
"S0592.wav","Laughter|Speech"
"S0593.wav","Filler|Laughter|Speech"
"S0594.wav","Filler|Laughter|Speech"
"S0595.wav","Filler|Laughter|Speech"
"S0596.wav","Laughter|Speech"
"S0597.wav","Hiccup|Laughter|Speech"
"S0598.wav","Filler|Music|Speech|Telephone"
"S0599.wav","Filler|Speech|Telephone"
"S0600.wav","Laughter|Speech"
"S0601.wav","Filler|Male speech, man speaking|Narration, monologue|Speech"
"S0602.wav","Filler|Narration, monologue|Speech"
"S0603.wav","Filler|Speech"
"S0604.wav","Laughter|Speech"
"S0605.wav","Filler|Laughter|Speech"
"S0606.wav","Filler|Laughter|Speech|Throat clearing"
"S0607.wav","Filler|Speech"
"S0608.wav","Filler|Sniff|Speech"
"S0609.wav","Laughter|Speech"
"S0610.wav","Filler|Speech"
"S0611.wav","Filler|Laughter|Speech"
"S0612.wav","Laughter|Speech"
"S0613.wav","Laughter|Speech"
"S0614.wav","Filler|Speech|Telephone"
"S0615.wav","Filler|Male speech, man speaking|Narration, monologue|Speech"
"S0616.wav","Filler|Speech"
"S0617.wav","Bird|Filler|Male speech, man speaking|Speech"
"S0618.wav","Filler|Speech"
